ID,Question,Intent
209_0032,Do I have to pay the same amount of money for each semester?,Fees
210_0032,Who are the instructors?,Instructors
211_0032,Which courses is Professor Patrikakis teaching?,Instructors
212_0032,Which courses is Professor Rangoussi teaching?,Instructors
213_0032,Which courses is Professor Priniotakis teaching?,Instructors
214_0032,Which courses is Professor Leligou teaching?,Instructors
215_0032,Which courses is Professor Papoutsidakis teaching?,Instructors
216_0032,Which courses is Professor Kasnesis teaching?,Instructors
217_0032,Which courses is Professor Cantzos teaching?,Instructors
218_0032,Which courses is Professor Feidakis teaching?,Instructors
219_0032,Which courses is Professor Ganetsos teaching?,Instructors
220_0032,Which courses is Professor Kaminaris teaching?,Instructors
221_0032,Which courses is Professor Mitilineos teaching?,Instructors
222_0032,Which courses is Professor Nikolaou teaching?,Instructors
223_0032,Which courses is Professor Papadopoulos teaching?,Instructors
224_0032,Which courses is Professor Papageorgas teaching?,Instructors
225_0032,Which courses is Professor Piromalis teaching?,Instructors
226_0032,Which courses is Professor Psomopoulos teaching?,Instructors
227_0032,Which courses is Professor Vassiliadis teaching?,Instructors
228_0032,Which courses is Professor Zacharia teaching?,Instructors
229_0032,Which courses is Professor Matsopoulos teaching?,Instructors
230_0032,Which courses is Professor Kakkos teaching?,Instructors
231_0032,Which courses is Professor Kogias teaching?,Instructors
232_0032,Who is the director of the program?,Instructors
233_0032,Where can I find further information for Professor Kasnesis?,Instructors
234_0032,Where can I find further information for Professor Patrikakis?,Instructors
235_0032,Where can I find further information for Professor Kakkos?,Instructors
236_0032,Where can I find further information for Professor Nikolaou?,Instructors
237_0032,Where can I find further information for Professor Feidakis?,Instructors
238_0032,Where can I find further information for Professor Papadopoulos?,Instructors
239_0032,Where can I find further information for Professor Kogias?,Instructors
240_0032,Are there going to be any invited lecturers?,Invited
241_0032,Who are the invited lecturers?,Invited
242_0032,Where can I find further information about Sorin Adam Matei? ,Invited
243_0032,Where can I find further information about Jim Kyung-Soo Liew? ,Invited
244_0032,Where can I find further information about Neeli R. Prasad?,Invited
245_0032,Where can I find further information about Michael Kounavis?,Invited
246_0032,Where can I find further information about San Murugesan?,Invited
247_0032,Where can I find further information about Vassilios Tzerpos?,Invited
248_0032,Where can I find further information about Nikos Christakis?,Invited
249_0032,Where can I find further information about Saeis Abolfazli?,Invited
250_0032,Where can I find further information about George Verveniotis?,Invited
251_0032,Where can I find further information about Spyros Polykalas?,Invited
252_0032,Can I contact the invited lecturers?,Invited
253_0032,Where can I find the email of professor Sorin Adam Matei?,Invited
254_0032,Where can I find the email of professor Jim Kyung-Soo Liew?,Invited
255_0032,Where can I find the email of professor Neeli R. Prasad?,Invited
256_0032,Where can I find the email of professor Vassilios Tzerpos?,Invited
257_0032,Where can I find the research of the professor Vassilios Tzerpos?,Invited
258_0032,Where can I find the research of the professor Saeid Abolfazli?,Invited
259_0032,Where can I find the research of the professor Sorin Adam Matei?,Invited
260_0032,How can I contant proffesor Sorin Adam Matei?,Invited
261_0032,Where can I find the work of the professor Vassilios Tzerpos?,Invited
262_0032,Where can I find the invited lecturers' research?,Invited
263_0032,Where can I find the emails of the invited lecturers?,Invited
264_0032,How many are the invited lecturers?,Invited
265_0032,Where can I find the link of the invited lecturers' LinkedIn?,Invited
266_0032,What are the invited lecturers' names?,Invited
267_0032,In which ways can I contact the invited lecturers?,Invited
268_0032,Who is Spyros Polykalas?,Invited
269_0032,Are there any more profiles available of the invited lecturers?,Invited
270_0032,Where can I view my university profile?,Registry
271_0032,Where can I find my student ID?,Registry
272_0032,Where can I view my grades?,Registry
273_0032,Where can I view my average grade?,Registry
274_0032,Where can I apply my lessons for the current semester?,Registry
275_0032,Where can I view my lessons?,Registry
276_0032,Where can I select courses?,Registry
277_0032,Where can I find the lessons ECTS?,Registry
278_0032,Did I pass the course Natural Language Processing with Deep Learning?,Registry
279_0032,Where can I find the results of the exams?,Registry
280_0032,Where can I check if i passed the exams?,Registry
281_0032,Where can I check if i failed the exams?,Registry
282_0032,Where can I check if I got a scholarship?,Registry
283_0032,Where can I check if there are any available scholarships?,Registry
284_0032,Where can I find my certificates?,Registry
285_0032,Where can I find my applications for the courses?,Registry
286_0032,Is there an exams calendar?,Registry
287_0032,Where can i find the exams calendar?,Registry
288_0032,Where can I find my student information?,Registry
289_0032,Where can I find my personal information?,Registry
290_0032,Are the results from the exams announced?,Registry
291_0032,Can I for the questionairres for evaluating the courses?,Registry
292_0032,In which examination period did I pass the course Neural Networks and Deep Learning?,Registry
293_0032,In which examination period did I fail the course Mathematics for Machine Learning?,Registry
294_0032,Did I fail the course Artificial Intelligence Today?,Registry
295_0032,Where can I check if I got an internship?,Registry
296_0032,Where can I find my internship information?,Registry
297_0032,Where can I find the results of the exams for the course AIDL_01?,Registry
298_0032,Did I pass the course AIDL_02?,Registry
299_0032,Did I fail the course AIDL_03?,Registry
0033_01,?y what means do I arrive at the university?,Irrelevant
0033_02,Where I find building Z?,Irrelevant
0033_03,When does the study cycle start?,Irrelevant
0033_04,I have graduated from another university that is not directly related to the Master's. Is it possible to attend?,Irrelevant
0033_05,Will I need to prove my understanding of the English language?,Irrelevant
0033_06,Is there available any terminology related book?,Irrelevant
0033_07,What is the admission process in the MSc department?,Irrelevant
0033_08,Are the letters of recommendation strictly required?,Irrelevant
0033_09,Is it necessary to register the reason I want to join the MSc?,Irrelevant
0033_10,"Does the master's degree matter, so I can continue to the Ph.D?",Irrelevant
0033_11,"Does the master's degree matter for me, to pursue my Ph.D?",Irrelevant
0033_12,Does my undergrad grade matter?,Irrelevant
0033_13,"Can I participate only online, in case of disability?",Irrelevant
0033_14,"Can I participate only online, in case of living abroad?",Irrelevant
0033_15,"Can I participate only online, in case of living in far province?",Irrelevant
0033_16,"Is it possible to enter the university, in case of loss of the student card?",Irrelevant
0033_17,"Is it possible to enter the university, in case I forget my student card",Irrelevant
0033_18,Is there access for people with special needs?,Irrelevant
0033_19,Is there access for people with disabilities?,Irrelevant
0033_20,Are there toilets for people with special needs?,Irrelevant
0033_21,Are there toilets for people with disabilities?,Irrelevant
0033_22,Is it possible for a deaf person to participate?,Irrelevant
0033_23,It is possible to exchange students with foreign universities as part of the university department?,Irrelevant
0033_24,What is the start date for applications?,Applications
0033_25,What's the start date for applications?,Applications
0033_26,What is the end date for applications?,Applications
0033_27,What's the end date for applications?,Applications
0033_28,What is the starting date for applications?,Applications
0033_29,What's the starting date for applications?,Applications
0033_30,What is the ending date for applications?,Applications
0033_31,What's the ending date for applications?,Applications
0033_32,What is the deadline for applications?,Applications
0033_33,Which are the starting and ending dates for applications?,Applications
0033_34,What are the opening hours for submission of applications?,Applications
0033_35,What are the opening hours for submission of application?,Applications
0033_36,Do I need to validate the originality of the signature for the application?,Applications
0033_37,Is the possible postal application submission?,Applications
0033_38,What happens if I provide incomplete supporting documents?,Applications
0033_39,Will I be informed in case of incomplete supporting documents?,Applications
0033_40,How many applications can I submit in case of rejection?,Applications
0033_41,Can I apply to another master's degree as well?,Applications
0033_42,"In case of foreigners, it is possible to apply without some supporting documents?",Applications
0033_43,What are the supporting documents in case of foreigners?,Applications
0033_44,Is it necessary to write an expression of interest text for the application?,Applications
0033_45,"If I don't have scientific publications, does my approval rate goes down?",Applications
0033_46,Is there any CV template ready to fill out?,Applications
0033_47,Is it possible for someone with disabillities to apply?,Applications
0033_48,"Do I have to possess ECDL, in order to apply?",Applications
0033_49,I have lost my degree detailed score. Does it affect my application?,Applications
0033_50,"I am studying at the same time in another department, will my application be accepted?",Applications
0033_51,Can I leave any blank field in the application?,Applications
0033_52,Do all application fields are mandatory?,Applications
0033_53,"I have not a permanent adress, can I leave blank the adress field?",Applications
0033_54,I finalized my application and I found some mistake afterwards. How can I make changes?,Applications
0033_55,Is there any fax number to send my submission?,Contact
0033_56,Phone line is constantly busy. How can I communicate differently?,Contact
0033_57,Can I contact an istructor directly?,Contact
0033_58,What are the telephone contact hours?,Contact
0033_59,Who can I contact to make sure my documents have been received?,Contact
0033_60,Is there  a social media profile with informative material?,Contact
0033_61,Is it possible to communicate only in English?,Contact
0033_62,Is it possible to send me a summary of MSc lessons?,Contact
0033_63,Can I call sometime in the afternoon?,Contact
0033_64,In which address I can send my supporting documents to?,Contact
0033_65,What is the email of the department?,Contact
0033_66,What is the mail adress of the department?,Contact
0033_67,What is the telephone country code?,Contact
0033_68,Is it possible to make a call via Signal?,Contact
0033_69,Is it possible to make a call via Viber?,Contact
0033_70,Is it possible to make a call via WhatsApp?,Contact
0033_71,"It is possible to call me, on my personal cell phone?",Contact
0033_72,"I'm trying to send an email and it can't be sent, is it possible to have a wrong email address?",Contact
0033_73,I find two universities of west Attika campuses. Which campus adress is right?,Contact
0033_74,I'm trying to communicate with an instructor via email? Is there another way of communication possible?,Contact
0033_75,What is the average response time to a message?,Contact
0033_76,What is the average response time to a mail?,Contact
0033_77,Is course material  available online?,Curriculum
0033_78,Could curriculum change throughout the semester?,Curriculum
0033_79,In which language curriculum is available?,Curriculum
0033_80,Could I have curriculum only in Greek?,Curriculum
0033_81,Are there any tests to monitor my progress in curriculum comprehension?,Curriculum
0033_82,"If there are available tests for curriculum comprehension, how many questions are available?",Curriculum
0033_83,"If there are available tests for curriculum comprehension, how many times can I repeat?",Curriculum
0033_84,Can I download curriculum in my computer?,Curriculum
0033_85,How long will curriculum be available on the internet?,Curriculum
0033_86,Can I have access in curriculum after my diploma?,Curriculum
0033_87,"Is it necessary to have any credentials, in order to access curriculum?",Curriculum
0033_88,Can I have curriculum summary per semester before applying in your department?,Curriculum
0033_89,"In case of holding similar curriculum courses from other universities, could I be excluded from those courses?",Curriculum
0033_90,What is included in curriculum?,Curriculum
0033_91,Will curriculum be available in hard copy?,Curriculum
0033_92,Can I have curriculum available in hard copy?,Curriculum
0033_93,Where can I find Master's schedule?,Schedule
0033_94,Where can I find the schedule?,Schedule
0033_95,Do classrooms are listed in the schedule?,Schedule
0033_96,"In case of course cancellation, does new schedule is issued?",Schedule
0033_97,"Is there temporary schedule in case of emergency? If yes, how will I be informed?",Schedule
0033_98,How do I  get informed in case of schedule change?,Schedule
0033_99,How do I  get informed in case of schedule cancellation?,Schedule
0033_100,Is there any examination schedule?,Schedule
0033_101,How can I find examination sschedule?,Schedule
0033_102,How can I find examination schedule?,Schedule
0033_103,Does winter and spring semsters share same schedule times?,Schedule
0033_104,Does winter and spring semesters share same schedule times?,Schedule
0033_105,Does winter and spring semesters share same schedule days?,Schedule
0033_106,Does winter and spring semesters share same schedule?,Schedule
0033_107,"Is there any possibility to change schedule, in case the it does'nt fit me?",Schedule
0033_108,"In case of the majority of the class eventually want to change the schedule, is there is a possibility of approvement?",Schedule
0033_109,Does schedule includes holidays?,Schedule
0033_110,Does schedule includes national holidays?,Schedule
0033_111,Does schedule change in case of massive labor strike?,Schedule
0033_112,How many days of courses do we have per week?,Schedule
0033_113,Which days do we have courses?,Schedule
0033_114,The lessons take place in the morning or in the afternoon hours?,Schedule
0033_115,The lessons take place in the morning or in the afternoon ?,Schedule
0033_116,How many days after applications does schedule is being published?,Schedule
0033_117,"I'm taking Master's classes in another department of the university, is it possible to make small schedule changes?",Schedule
0033_118,"In case of not passing a course, is there a special schedule for me for the next semester?",Schedule
0033_119,"In case of choosing a minor in second semster and the schedule doesn't fit me, can I change minor?",Schedule
0033_120,Where can I find template entries for submitting my assignments?,Documents
0033_121,Where can I find template entries to submit my assignments?,Documents
0033_122,Where can I find template documents for my assignments submission?,Documents
0033_123,"Where can I find templates, in order to submit my thesis?",Documents
0033_124,Where can I download application for graduation?,Documents
0033_125,Where can I find template forapplication for courses modificatiion?,Documents
0033_126,Where can I download template of application for semester extension for submission of MSc Thesis?,Documents
0033_127,Where can I find MSc authorization document?,Documents
0033_128,Where can I download department's study regulations?,Documents
0033_129,Where can I find tuition and fees waiver?,Documents
0033_130,Where can I download Thesis submission for evaluation document?,Documents
0033_131,Where do I find regulation documents?,Documents
0033_132,Where do I find assignment cover page template file in word?,Documents
0033_133,Where I download MSc Thesis application & proposal document?,Documents
0033_134,Where can I find studies related documents?,Documents
0033_135,Where can I find application templates?,Documents
0033_136,Where can I download evaluation document for MSc thesis?,Documents
0033_137,Where are the studies related documents?,Documents
0033_138,Are there any documents available for download?,Documents
0033_139,Are there any mandatory documents for downloading?,Documents
0033_140,The Master's website has tuition fees for 2020-21. Is there any change?,Fees
0033_141,Can I prepay the whole degree cost instead of paying every semester?,Fees
0033_142,Where do I pay my tuition fees?,Fees
0033_143,Can I pay my tuition fees in university's secretariat department?,Fees
0033_144,Are there any special categories for tuition fees?,Fees
0033_145,Can I have any discount as unemployed?,Fees
0033_146,Can I have any discount as person with special needs?,Fees
0033_147,Can I have any discount as a person with dissability?,Fees
0033_148,Can I have any discount as a person with disability?,Fees
0033_149,Who can I cantact to see if I'm eligible for 30% discount?,Fees
0033_150,Can I pay my tuition fees via e-banking?,Fees
0033_151,Can I pay my tuition fees via paypal?,Fees
0033_152,Do I have to prepay my tuition fees?,Fees
0033_153,Department's website states that hardware and software costs are included. What exactly is included?,Fees
0033_154,Can I bring my own hardware and have any discount in tuition fees paymnet?,Fees
0033_155,Can I bring my own hardware and have any discount in tuition fees payment?,Fees
0033_156,Is there any deadline for tuition fees payment?,Fees
0033_157,Is there any deadline for payments?,Fees
0033_158,I forgot to pay tuition fees. What can I do?,Fees
0033_159,I didn't have time to make my payment before deadline. What can I do?,Fees
0033_160,"In case of not passing a lesson, will I have to pay more for the next semester?",Fees
0033_161,"If I have to repeat a lesson beacause of absences for health related issues, do I have to pay again?",Fees
0033_162,Is there any scholarship opportunity?,Fees
0033_163,Can I pay in dollars?,Fees
0033_164,Which are the accepted payment currencies?,Fees
0033_165,Can I pay half of the payment in cash?,Fees
0033_166,Can I pay half of the payment via money order?,Fees
0033_167,Can I pay via money order?,Fees
0033_168,Can I pay with cheque?,Fees
0033_169,How many instructors do we have per semester?,Instructors
0033_170,I'm trying to contact with Mr. Kasnesis. Is there any alternative way of communication?,Instructors
0033_171,Do we have the same instructors every semester?,Instructors
0033_172,Which are the istructors that undertake students for MSc Thesis?,Instructors
0033_173,Can I have instructors telephone numbers for direct communication?,Instructors
0033_174,What is the email adress of Mr Kasnesis?,Instructors
0033_175,What is the email adress of Mr Nikolaou?,Instructors
0033_176,What is the email adress of Mr Patrikakis?,Instructors
0033_177,What is the email adress of Mr Pyromalis?,Instructors
0033_178,What is the email adress of Mr Papageorgas?,Instructors
0033_179,What is the email adress of Mrs Leligkou?,Instructors
0033_180,What is the email adress of Mrs Ragkoussi?,Instructors
0033_181,Who is the head instructor?,Instructors
0033_182,Who is department's head instructor?,Instructors
0033_183,Who is Master's head instructor?,Instructors
0033_184,Is there any istructor's capability of conducting any lesson via MS teams?,Instructors
0033_185,Can I contact an istructor in order to extend my assignment submission?,Instructors
0033_186,"Is there any secondary instructor per lesson, in order to replace main in case of absence?",Instructors
0033_187,Do we have to evaluate instructors?,Instructors
0033_188,Do I have to evaluate the instructors?,Instructors
0033_189,Can I evaluate my instructors?,Instructors
0033_190,"In case of istructors evaluation, is my participation anonymous?",Instructors
0033_191,Are there any instructors bio available?,Instructors
0033_192,Where can I find instructors bio?,Instructors
0033_193,Can I change instructor in case of not coping with my current Msc Thesis instructor?,Instructors
0033_194,Which are the invited lecturers of the department?,Invited
0033_195,Are there any invited lecturers for the Master's department?,Invited
0033_196,Which lessons have invited lecturers?,Invited
0033_197,Which are the universities of invited lecturers?,Invited
0033_198,Are there any invited lecturers from foreign universities?,Invited
0033_199,Are there any invited lecturers from insustry?,Invited
0033_200,Is there any invited lecturer ffrom industry?,Invited
0033_201,Will it be any invited lecturer from any startup?,Invited
0033_202,Is there any contact information about invited lecturers?,Invited
0033_203,Is there capability of downloading content from a lecture?,Invited
0033_204,Is it mandatory to participate in an invited lecturer's lesson?,Invited
0033_205,"Does my absence count, in case of an invited lecturer's lesson, at the sum of the semester?",Invited
0033_206,"Does my absence counts to the lessons total number, in case of not participating in an invited lecturer's presentation?",Invited
0033_207,"I'm working and I cannot be present, can I join a lecture via web call?",Invited
0033_208,Is there any schedule for the invited lecturers dates?,Invited
0033_209,What is lectures spoken language?,Invited
0033_210,How many invited lecturers are per semester?,Invited
0033_211,What are the subject of the invited lectures?,Invited
0033_212,Which are the subjects of the lectures?,Invited
0033_213,"In case of lecture not being my like, is it mandatory to participate?",Invited
0033_214,Are there any registry services?,Registry
0033_215,What is the registration procedure?,Registry
0033_216,Since when I can register after my approval?,Registry
0033_217,Does the registration requires any payment?,Registry
0033_218,Does  registration requires any payment method?,Registry
0033_219,Where can I find instructions for my registration?,Registry
0033_220,Registration page does not respond. What can I do?,Registry
0033_221,Does registration is mandatory?,Registry
0033_222,I cannot login in university registration. What can I do?,Registry
0033_223,I want to change my registration credentials.,Registry
0033_224,I want to chang my registration password.,Registry
0033_225,Can I change my registration username?,Registry
0033_226,Who is responsible for registration?,Registry
0033_227,Is there any link for registration?,Registry
0033_228,Whats is the registration proccess?,Registry
0033_229,Is there any registry section?,Registry
0033_230,I cannot find registry. What can I do?,Registry
0033_231,Registry page doesn't respond. What can I do?,Registry
00_0034_01,I hate talking to robots.,Irrelevant
00_0034_02,How many students does the programme have?,Irrelevant
00_0034_03,How can I get in touch with alumni?,Irrelevant
00_0034_04,Will the master's be easy?,Irrelevant
00_0034_05,Can I join if I don't know any maths?,Irrelevant
00_0034_06,This app sucks.,Irrelevant
00_0034_07,You can't help me with anything.,Irrelevant
00_0034_08,"Hey google, show me pictures of kittens.",Irrelevant
00_0034_09,Who is the dean of the university?,Irrelevant
00_0034_10,How many years has the postgrad been running?,Irrelevant
00_0034_11,Is the programme any good?,Irrelevant
00_0034_12,Tell me about yourself.,Irrelevant
00_0034_13,jdahfkjsajhg,Irrelevant
00_0034_14,"Help, I'm trapped in a converational AI training dataset!",Irrelevant
00_0034_15,Who are you?,Irrelevant
00_0034_16,Am I talking to a live human?,Irrelevant
00_0034_17,Is there parking on the campus?,Irrelevant
00_0034_18,I like trains.,Irrelevant
00_0034_19,Hello.,Irrelevant
00_0034_20,Are the professors nice?,Irrelevant
00_0034_21,Is the programme worth the cost?,Irrelevant
00_0034_22,Should I try to get a master's degree?,Irrelevant
00_0034_23,Is academia the right path for me?,Irrelevant
00_0034_24,"Is this all there is? Is life just an endless sprint on a treadmill, always hoping to reach a place of happiness that never existed?",Irrelevant
00_0034_25,I hate this. I hate everything.,Irrelevant
00_0034_26,.,Irrelevant
00_0034_27,Where can I get help with understanding the course subjects?,Irrelevant
00_0034_28,I want to drop out.,Irrelevant
00_0034_29,Test,Irrelevant
00_0034_30,Blablabla,Irrelevant
01_0034_01,Are the applications open?,Applications
01_0034_02,How do i apply for the programme?,Applications
01_0034_03,When do the applications open this year?,Applications
01_0034_04,Where can I apply?,Applications
01_0034_05,Can you give me more info on the applications?,Applications
01_0034_06,I want to apply to the program.,Applications
01_0034_07,How do I join the postgrad?,Applications
01_0034_08,I want to become a student,Applications
01_0034_09,I am interested in applying.,Applications
01_0034_10,What is the application process like?,Applications
01_0034_11,What do I need to apply?,Applications
01_0034_12,How do I apply?,Applications
01_0034_13,How do I know if I was accepted as a student?,Applications
01_0034_14,Can I join?,Applications
01_0034_15,Are you currently accepting applications?,Applications
01_0034_16,Are you currently accepting new students?,Applications
01_0034_17,What is the deadline for applications?,Applications
01_0034_18,How much time do I have to apply?,Applications
01_0034_19,How do I submit an application?,Applications
01_0034_20,Where do I submit my application?,Applications
01_0034_21,Is there an interview for prospective students?,Applications
01_0034_22,Do I have to pass an interview to join?,Applications
01_0034_23,What are the criteria for accepting new students?,Applications
01_0034_24,When does enrolment take place?,Applications
01_0034_25,Will the programme take place this year?,Applications
01_0034_26,What's needed in order to join?,Applications
01_0034_27,I'd like to apply to the MSc.,Applications
01_0034_28,I want to join the master's.,Applications
01_0034_29,Is it possible to join the master's at this time?,Applications
01_0034_30,What is the procedure to become a MSc student?,Applications
02_0034_01,Where is the campus?,Contact
02_0034_02,How do I get to the campus?,Contact
02_0034_03,Where is the university?,Contact
02_0034_04,Which campus are you in?,Contact
02_0034_05,Where is the postgrad based?,Contact
02_0034_06,Where can I find you?,Contact
02_0034_07,Can I talk to a human?,Contact
02_0034_08,How can I get in contact with you?,Contact
02_0034_09,I'd like to speak to the secretariat.,Contact
02_0034_10,I have a question,Contact
02_0034_11,There is something I need help with.,Contact
02_0034_12,I have a message for the secretariat.,Contact
02_0034_13,What is your phone number?,Contact
02_0034_14,I'd like to speak with you on the telephone.,Contact
02_0034_15,Can I call someone responsible?,Contact
02_0034_16,I'd like to send you an e-mail.,Contact
02_0034_17,What is your email address?,Contact
02_0034_18,Is there an email address I can send a message to?,Contact
02_0034_19,How do I get in touch with you?,Contact
02_0034_20,Can you get in touch with me?,Contact
02_0034_21,Can you call me please?,Contact
02_0034_22,Can I talk to you?,Contact
02_0034_23,What are the working hours for the secretariat?,Contact
02_0034_24,Where are you located?,Contact
02_0034_25,When is the secretariat open?,Contact
02_0034_26,When are the offices open?,Contact
02_0034_27,I want to talk to someone in charge.,Contact
02_0034_28,What is your address?,Contact
02_0034_29,Where can I address mail for you?,Contact
02_0034_30,What is your postal address?,Contact
02_0034_31,How can I send you post?,Contact
03_0034_01,Can you show me the curriculum?,Curriculum
03_0034_02,What's the curriculum like?,Curriculum
03_0034_03,Can you give me an overview of all courses?,Curriculum
03_0034_04,How many semesters are there?,Curriculum
03_0034_05,What are the semesters like?,Curriculum
03_0034_06,How are courses divided into semseters?,Curriculum
03_0034_07,What are the courses in the first semester?,Curriculum
03_0034_08,How many courses are there overall?,Curriculum
03_0034_09,What classes do we have in the 2nd semster?,Curriculum
03_0034_10,Are there any classes in semester C?,Curriculum
03_0034_11,Are there any elective courses?,Curriculum
03_0034_12,Are the class selections flexible?,Curriculum
03_0034_13,Which semester is the thesis in?,Curriculum
03_0034_14,Do you offer choices on what courses to get?,Curriculum
03_0034_15,Can I choose which classes to take each semester?,Curriculum
03_0034_16,Does the postgraduate degree come with specializations?,Curriculum
03_0034_17,Do you offer a choice of minors?,Curriculum
03_0034_18,How many ECTS do I need in order to graduate?,Curriculum
03_0034_19,Where can I see the ECTS for each class?,Curriculum
03_0034_20,Where can I find more details for a course?,Curriculum
03_0034_21,Can you tell me more about Advanced Topics in Deep Learning?,Curriculum
03_0034_22,I'd like more info about the Artificial Intelligence Today course.,Curriculum
03_0034_23,"Which semester is ""Autonomous vehicles and drones"" in?",Curriculum
03_0034_24,I'd like to know more about AIDL_A03.,Curriculum
03_0034_25,When can I take the course AIDL_B_AS03?,Curriculum
03_0034_26,What is the difference between the two minors?,Curriculum
03_0034_27,Which courses do I need to take to minor in cognitive systems?,Curriculum
03_0034_28,What are the different classes for each specialization?,Curriculum
03_0034_29,How many classes are there in semester A?,Curriculum
03_0034_30,When do I have to do my thesis?,Curriculum
03_0034_31,When do I get my diploma?,Curriculum
03_0034_32,How many courses are part of the Autonomous Systems minor?,Curriculum
04_0034_01,What is the schedule for this semester?,Schedule
04_0034_02,Can you show me the schedule?,Schedule
04_0034_03,I want to see the schedule.,Schedule
04_0034_04,When do classes start?,Schedule
04_0034_05,When are exams taking place?,Schedule
04_0034_06,When do we close for christmas?,Schedule
04_0034_07,Do we have an easter break?,Schedule
04_0034_08,Which holidays will the uni be closed for?,Schedule
04_0034_09,How many days per week do we have classes?,Schedule
04_0034_10,Which days are the classes taking place?,Schedule
04_0034_11,Are there any classes scheduled for the weekend?,Schedule
04_0034_12,How many weeks does the semester last?,Schedule
04_0034_13,When does the winter semester end?,Schedule
04_0034_14,What times do the lectures take place?,Schedule
04_0034_15,Where does each course take place,Schedule
04_0034_16,Which room is AIDL_B_AS03 being taught in?,Schedule
04_0034_17,Is Knowledge Representation & Big Data scheduled for monday or tuesday?,Schedule
04_0034_18,Which day does AIDL_B_CS01 take place?,Schedule
04_0034_19,What time does AIDL_B_CS02 take place?,Schedule
04_0034_20,Do we have any classes in the morning?,Schedule
04_0034_21,Are there any lectures after 10p.m?,Schedule
04_0034_22,What is the latest a class can be scheduled for?,Schedule
04_0034_23,How many hours of lectures do we have this semester?,Schedule
04_0034_24,How many hours per week for each class?,Schedule
04_0034_25,Do we have AIDL_A03 every week?,Schedule
04_0034_26,Do classes take place every day?,Schedule
04_0034_27,Are there any classes from my minor on monday?,Schedule
04_0034_28,Who teaches AIDL_B_AS01?,Schedule
04_0034_29,Are all classes in the same building?,Schedule
04_0034_30,Are the classes all in the same lecture hall?,Schedule
04_0034_31,Which campus building do the courses take place in?,Schedule
05_0034_01,I need help finding a form.,Documents
05_0034_02,I'm trying to locate a document.,Documents
05_0034_03,Where can I find postgrad-related documents?,Documents
05_0034_04,I need to find an application.,Documents
05_0034_05,Is there a folder with forms and templates?,Documents
05_0034_06,How do I apply to graduate?,Documents
05_0034_07,I want to apply for graduation.,Documents
05_0034_08,"I am ready to graduate, what do I do?",Documents
05_0034_09,Where can I fill in the paperwork to graduate?,Documents
05_0034_10,I am looking for some paperwork.,Documents
05_0034_11,I changed my mind about the courses I chose.,Documents
05_0034_12,I'd like to change courses.,Documents
05_0034_13,I want to modify my course registration.,Documents
05_0034_14,What are the regulations of the programme?,Documents
05_0034_15,Can you show me the full regulation?,Documents
05_0034_16,What are the official rules for the postgrad?,Documents
05_0034_17,I want to see the law with which the programme was founded.,Documents
05_0034_18,I want to submit my thesis.,Documents
05_0034_19,I am ready to submit my thesis.,Documents
05_0034_20,I want to do my thesis.,Documents
05_0034_21,How can I apply to start my thesis project?,Documents
05_0034_22,I need more time to finish my thesis.,Documents
05_0034_23,I'd like an extension to finish my thesis.,Documents
05_0034_24,Where is the official form to apply for a thesis?,Documents
05_0034_25,Where is the official form to submit a thesis?,Documents
05_0034_26,Where is the official form to apply for graduation?,Documents
05_0034_27,Is there a template to submit assignments?,Documents
05_0034_28,I want to submit my thesis for evaluation.,Documents
05_0034_29,Is there an official form for thesis evaluation?,Documents
05_0034_30,I need help handing in my thesis.,Documents
06_0034_01,Does the programme have admission fees?,Fees
06_0034_02,Is the postgrad free?,Fees
06_0034_03,How much does it cost to become a student?,Fees
06_0034_04,Are there any admission fees?,Fees
06_0034_05,Are there any bearaucratic fees involved?,Fees
06_0034_06,Will I have to pay anything?,Fees
06_0034_07,How much does it cost?,Fees
06_0034_08,What will I have to pay?,Fees
06_0034_09,Is this a paid programme?,Fees
06_0034_10,Is there a fee per course?,Fees
06_0034_11,Are the courses free?,Fees
06_0034_12,How much would it cost to get a diploma?,Fees
06_0034_13,Is there a fee?,Fees
06_0034_14,Are there any fees?,Fees
06_0034_15,What's the price?,Fees
06_0034_16,Is there a cost involved?,Fees
06_0034_17,Is the programme expensive?,Fees
06_0034_18,How expensive is the programme?,Fees
06_0034_19,How expensive is the postgrad?,Fees
06_0034_20,What's the price for the programme?,Fees
06_0034_21,What's the cost to become a student?,Fees
06_0034_22,Are there any tuition fees?,Fees
06_0034_23,What's the tuition?,Fees
06_0034_24,Will I have to pay the tuition fees in advance?,Fees
06_0034_25,Do we have to pay the fees in one sum?,Fees
06_0034_26,Is there a payment plan for the fees?,Fees
06_0034_27,Can I pay the fees in installments?,Fees
06_0034_28,Are there any scholarships?,Fees
06_0034_29,Can I be excused from the tuition?,Fees
06_0034_30,I can't afford the fees. What can I do?,Fees
06_0034_31,Are there any considerations for poor students?,Fees
07_0034_01,Who are my professors?,Instructors
07_0034_02,Who are the professors involved in the postgrad?,Instructors
07_0034_03,Show me the faculty.,Instructors
07_0034_04,Who are the faculty?,Instructors
07_0034_05,How many professors are teaching the courses?,Instructors
07_0034_06,I'd like to see a list of the instructors.,Instructors
07_0034_07,Is there a page listing all the instructors?,Instructors
07_0034_08,Which instructors are part of the AIDL faculty?,Instructors
07_0034_09,I'd like more info on some of my instructors.,Instructors
